ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC2700,R331,8.04,338,2021-10-27
TC2701,R189,1.94,94,2021-01-13
TC2702,R347,5.69,337,2019-08-07
TC2703,R004,7.89,468,2021-02-28
TC2704,R142,4.74,233,2024-05-12
TC2705,R300,1.76,224,2022-09-20
TC2706,R130,4.43,347,2016/08/20
TC2707,R006,1.84,341,2017-02-14
TC2708,R042,6.87,219,2020-04-29
TC2709,R290,7.18,141,2016/06/01
TC2710,R422,9.46,372,2017-06-29
TC2711,R153,5.33,475,2023-12-10
TC2712,R091,9.21,311,2019-12-20
TC2713,R398,4.2,400,2024-05-01
TC2714,R219,6.04,90,2022-03-16
TC2715,R222,9.65,282,2017-08-28
TC2716,R010,1.92,278,2020-03-29
TC2717,R259,9.03,338,2017-08-26
TC2718,R466,8.52,258,2020-11-29
TC2719,R335,5.39,341,2018-12-03
TC2720,R472,8.22,488,2018-12-04
TC2721,R272,2.4,84,2022-05-23
TC2722,R232,2.71,166,2018-07-03
TC2723,R437,7.18,59,2023-11-29
TC2724,R124,7.52,365,2024-06-27
TC2725,R372,4.41,213,2020-04-14
TC2726,R447,8.87,316,2021-10-19
TC2727,R252,7.74,214,2021-06-15
TC2728,R102,9.46,269,2018-04-29
TC2729,R458,5.87,419,2019-12-24
TC2730,R431,4.41,428,2023-08-26
TC2731,R280,7.23,214,2016/10/31
TC2732,R265,7.8,480,2022-10-28
TC2733,R257,4.79,276,2020-10-26
TC2734,R470,3.33,488,2021-05-02
TC2735,R236,1.52,284,2024-06-16
TC2736,R285,7.47,212,2019-05-02
TC2737,R287,4.45,445,2024-11-28
TC2738,R321,8.53,169,2020-04-11
TC2739,R498,8.43,490,2017-04-20
TC2740,R136,8.18,190,2024-05-25
TC2741,R069,6.33,210,2020-07-06
TC2742,R188,8.67,229,2018-01-12
TC2743,R286,3.11,80,2020-09-02
TC2744,R193,4.27,459,2024-02-27
TC2745,R325,2.64,287,2016/08/21
TC2746,R244,4.16,133,2016/04/09
TC2747,R042,5.56,409,2021-10-21
TC2748,R131,6.39,272,2020-05-30
TC2749,R275,1.61,113,2021-11-19
TC2750,R163,6.7,315,2022-06-30
TC2751,R165,6.24,386,2017-05-24
TC2752,R057,7.38,334,2018-05-29
TC2753,R463,1.76,296,2017-03-26
TC2754,R408,4.24,179,2024-12-31
TC2755,R023,4.04,59,2017-07-25
TC2756,R243,2.31,381,2016/10/01
TC2757,R210,8.97,320,2018-06-11
TC2758,R049,5.42,142,2022-07-04
TC2759,R354,7.12,51,2024-04-16
TC2760,R263,1.2,313,2018-09-23
TC2761,R174,1.34,200,2022-11-16
TC2762,R215,1.42,184,2024-02-22
TC2763,R427,6.29,78,2023-06-23
TC2764,R222,9.31,160,2016/10/31
TC2765,R385,5.44,139,2016/10/04
TC2766,R363,1.14,484,2023-04-17
TC2767,R419,4.73,53,2017-09-08
TC2768,R297,3.21,128,2021-12-05
TC2769,R041,7.55,140,2020-03-30
TC2770,R076,9.4,473,2016/03/08
TC2771,R201,2.13,389,2016/06/11
TC2772,R322,7.14,61,2022-01-26
TC2773,R207,6.48,117,2020-08-26
TC2774,R324,3.31,337,2021-02-08
TC2775,R483,3.42,280,2024-09-09
TC2776,R038,4.84,334,2021-08-13
TC2777,R184,3.25,284,2021-06-04
TC2778,R222,1.21,361,2020-07-07
TC2779,R467,7.2,283,2019-03-08
TC2780,R058,9.6,62,2017-10-19
TC2781,R355,3.83,387,2021-03-07
TC2782,R430,6.63,146,2022-05-11
TC2783,R046,7.38,179,2023-04-13
TC2784,R211,1.32,103,2019-10-16
TC2785,R113,5.65,453,2019-05-02
TC2786,R314,3.49,84,2021-01-30
TC2787,R063,8.63,396,2020-10-25
TC2788,R254,1.57,473,2017-04-09
TC2789,R128,8.75,111,2019-11-12
TC2790,R215,5.8,382,2021-08-16
TC2791,R111,2.38,152,2018-01-16
TC2792,R096,8.84,158,2018-01-07
TC2793,R452,1.21,51,2021-01-28
TC2794,R448,6.17,175,2020-11-07
TC2795,R363,5.5,172,2022-03-07
TC2796,R390,9.77,193,2017-04-23
TC2797,R275,7.94,239,2019-02-11
TC2798,R020,9.32,140,2021-04-10
TC2799,R098,7.64,115,2016/04/19
TC2800,R118,2.56,339,2021-01-31
TC2801,R264,7.87,346,2018-06-28
TC2802,R416,9.47,484,2018-04-22
TC2803,R227,1.14,239,2019-09-22
TC2804,R278,6.23,253,2024-01-12
TC2805,R388,3.39,367,2017-06-29
TC2806,R153,2.79,267,2024-06-29
TC2807,R284,3.43,470,2017-07-21
TC2808,R264,6.72,332,2017-03-19
TC2809,R136,3.14,195,2018-08-10
TC2810,R224,1.62,405,2017-06-23
TC2811,R265,8.36,173,2019-01-25
TC2812,R074,6.07,294,2023-06-23
TC2813,R356,3.1,427,2017-11-20
TC2814,R103,8.37,223,2022-07-09
TC2815,R497,5.64,252,2022-02-08
TC2816,R321,7.27,415,2024-06-29
TC2817,R112,8.93,377,2021-05-08
TC2818,R338,3.48,484,2019-01-16
TC2819,R455,5.93,322,2023-07-01
TC2820,R464,1.09,356,2016/04/03
TC2821,R271,3.19,117,2024-03-05
TC2822,R478,4.64,179,2022-08-10
TC2823,R259,3.8,191,2021-06-08
TC2824,R101,3.61,60,2020-04-28
TC2825,R176,7.3,162,2018-10-06
TC2826,R404,7.06,260,2021-03-28
TC2827,R027,6.33,314,2018-07-30
TC2828,R328,9.52,140,2020-02-24
TC2829,R090,5.1,366,2021-03-11
TC2830,R264,8.98,337,2019-04-08
TC2831,R153,4.92,195,2019-02-23
TC2832,R376,4.22,165,2019-06-18
TC2833,R099,1.73,425,2021-12-19
TC2834,R054,2.24,477,2017-08-25
TC2835,R132,6.16,258,2019-01-26
TC2836,R442,5.88,160,2017-05-09
TC2837,R212,5.11,360,2019-04-30
TC2838,R247,4.47,369,2016/07/01
TC2839,R057,1.77,209,2021-08-21
TC2840,R439,4.07,412,2021-09-09
TC2841,R153,5.39,343,2017-08-26
TC2842,R290,4.11,74,2018-10-05
TC2843,R086,4.64,232,2024-03-01
TC2844,R032,9.93,143,2024-10-05
TC2845,R470,9.08,71,2023-09-06
TC2846,R113,4.24,106,2019-07-29
TC2847,R173,3.52,63,2024-07-30
TC2848,R239,2.41,304,2017-03-28
TC2849,R079,9.6,444,2016/06/24
TC2850,R391,8.9,100,2018-12-03
TC2851,R481,3.17,284,2018-03-27
TC2852,R147,8.71,381,2020-04-10
TC2853,R373,3.86,250,2020-05-03
TC2854,R092,2.56,130,2020-01-22
TC2855,R221,7.51,385,2016/02/06
TC2856,R343,1.4,89,2020-04-27
TC2857,R016,8.75,154,2017-01-13
TC2858,R431,3.28,491,2019-01-09
TC2859,R448,4.59,351,2024-07-06
TC2860,R009,3.73,322,2019-07-13
TC2861,R433,3.75,298,2022-02-20
TC2862,R160,8.78,347,2024-06-12
TC2863,R044,5.33,227,2024-03-21
TC2864,R190,5.92,361,2020-12-26
TC2865,R193,7.24,208,2018-03-27
TC2866,R010,5.87,122,2016/10/26
TC2867,R032,6.37,457,2021-04-16
TC2868,R179,5.02,459,2025-01-06
TC2869,R475,9.12,351,2019-06-17
TC2870,R376,9.45,284,2020-09-13
TC2871,R250,5.42,201,2021-08-06
TC2872,R147,7.85,420,2023-12-25
TC2873,R282,3.39,256,2019-11-08
TC2874,R254,1.11,76,2022-06-01
TC2875,R261,3.28,464,2024-06-16
TC2876,R132,2.0,399,2023-08-24
TC2877,R327,4.16,78,2017-03-31
TC2878,R461,3.54,87,2016/10/12
TC2879,R471,8.34,215,2017-05-03
TC2880,R437,8.91,51,2018-04-28
TC2881,R320,4.65,279,2018-10-08
TC2882,R358,2.54,371,2018-12-15
TC2883,R251,4.46,162,2020-04-25
TC2884,R171,2.04,250,2024-05-31
TC2885,R005,1.47,227,2020-03-11
TC2886,R352,5.54,256,2022-12-23
TC2887,R272,8.29,411,2019-12-10
TC2888,R465,7.75,118,2018-10-23
TC2889,R214,6.54,54,2016/07/13
TC2890,R267,3.29,281,2022-10-14
TC2891,R368,2.47,432,2024-01-16
TC2892,R165,1.93,259,2020-08-26
TC2893,R032,7.46,195,2017-09-18
TC2894,R024,2.59,365,2022-08-08
TC2895,R003,4.53,149,2020-05-04
TC2896,R135,9.89,62,2020-12-19
TC2897,R466,1.05,131,2017-05-30
TC2898,R034,1.92,489,2018-08-18
TC2899,R436,9.8,418,2016/07/29
TC2900,R310,4.4,160,2023-07-01
TC2901,R045,9.75,214,2024-04-14
TC2902,R219,1.79,203,2017-06-30
TC2903,R051,9.79,308,2023-07-20
TC2904,R112,6.53,203,2021-05-17
TC2905,R251,1.49,189,2023-08-16
TC2906,R136,8.33,306,2022-10-30
TC2907,R404,4.28,329,2023-12-24
TC2908,R435,1.76,496,2022-04-27
TC2909,R154,8.15,178,2018-05-29
TC2910,R230,4.32,478,2023-06-30
TC2911,R073,6.05,224,2020-04-16
TC2912,R435,3.7,263,2019-07-11
TC2913,R118,6.24,263,2021-09-17
TC2914,R130,8.09,217,2023-04-15
TC2915,R316,5.29,463,2021-06-11
TC2916,R184,5.63,294,2017-10-26
TC2917,R267,5.1,387,2022-04-20
TC2918,R272,5.23,469,2021-12-18
TC2919,R360,7.28,410,2022-02-24
TC2920,R155,6.82,443,2018-08-16
TC2921,R317,4.58,126,2023-09-09
TC2922,R299,3.05,394,2023-08-08
TC2923,R377,8.68,176,2024-02-15
TC2924,R229,9.27,238,2024-02-27
TC2925,R242,5.51,185,2021-12-25
TC2926,R344,4.71,63,2016/10/15
TC2927,R383,1.92,265,2020-09-12
TC2928,R095,1.77,211,2021-02-20
TC2929,R279,5.75,253,2022-10-15
TC2930,R224,6.46,463,2021-05-08
TC2931,R488,6.88,289,2018-05-13
TC2932,R271,4.8,343,2018-06-11
TC2933,R454,1.34,144,2017-08-05
TC2934,R443,1.74,95,2020-10-26
TC2935,R113,2.68,287,2021-10-21
TC2936,R244,9.24,83,2017-02-17
TC2937,R279,7.7,205,2022-02-20
TC2938,R021,3.51,265,2022-05-04
TC2939,R348,2.42,307,2024-11-29
TC2940,R286,2.41,99,2016/09/27
TC2941,R106,3.37,472,2018-06-22
TC2942,R147,6.69,96,2016/05/22
TC2943,R479,2.0,57,2023-05-07
TC2944,R457,1.07,476,2020-02-21
TC2945,R252,9.26,129,2016/10/14
TC2946,R087,8.82,220,2024-12-02
TC2947,R358,7.67,299,2018-12-08
TC2948,R387,1.88,470,2017-01-01
TC2949,R365,5.48,95,2019-02-16
TC2950,R492,1.74,392,2021-05-30
TC2951,R387,2.8,415,2016/10/18
TC2952,R498,4.95,497,2020-06-12
TC2953,R209,8.41,468,2023-07-11
TC2954,R041,5.01,145,2020-11-12
TC2955,R351,8.67,373,2022-08-15
TC2956,R325,9.61,211,2016/04/11
TC2957,R011,4.64,474,2021-08-15
TC2958,R139,3.61,187,2024-12-22
TC2959,R063,4.58,241,2024-11-19
TC2960,R228,5.99,472,2023-10-20
TC2961,R179,8.84,421,2020-06-28
TC2962,R050,8.05,354,2019-02-04
TC2963,R435,4.03,209,2016/02/29
TC2964,R052,2.3,369,2022-08-27
TC2965,R137,2.18,52,2022-12-20
TC2966,R415,5.42,469,2016/11/27
TC2967,R251,1.81,117,2023-07-17
TC2968,R238,8.53,453,2023-05-21
TC2969,R239,3.36,370,2017-10-22
TC2970,R415,5.27,296,2023-03-26
TC2971,R345,1.07,328,2023-08-21
TC2972,R183,2.25,332,2018-02-04
TC2973,R252,8.02,315,2019-09-22
TC2974,R385,7.29,453,2021-12-17
TC2975,R406,8.94,171,2018-07-31
TC2976,R114,7.28,130,2023-01-08
TC2977,R110,3.76,139,2017-07-18
TC2978,R353,2.43,437,2022-02-10
TC2979,R373,4.27,410,2023-08-09
TC2980,R177,7.96,381,2024-08-22
TC2981,R453,6.43,59,2020-02-05
TC2982,R468,6.31,110,2018-08-19
TC2983,R106,3.59,469,2017-05-07
TC2984,R192,1.13,363,2018-01-21
TC2985,R193,8.23,255,2019-08-04
TC2986,R205,9.57,140,2023-08-08
TC2987,R443,8.83,76,2024-05-13
TC2988,R452,9.0,300,2021-07-07
TC2989,R276,9.37,204,2019-05-29
TC2990,R029,4.4,296,2024-12-27
TC2991,R422,8.37,445,2021-05-06
TC2992,R373,5.7,399,2021-04-25
TC2993,R427,1.12,253,2023-04-04
TC2994,R207,1.63,455,2022-01-15
TC2995,R118,2.46,167,2024-07-16
TC2996,R384,6.12,135,2019-05-10
TC2997,R164,2.42,51,2020-07-02
TC2998,R299,1.11,301,2017-10-05
TC2999,R482,9.79,110,2017-10-27
TC3000,R024,5.76,182,2021-01-22
TC3001,R491,8.41,146,2021-05-06
TC3002,R044,9.98,165,2021-04-25
TC3003,R425,5.79,220,2022-12-07
TC3004,R177,6.81,419,2021-08-18
TC3005,R461,4.21,87,2024-09-12
TC3006,R115,7.09,351,2018-12-22
TC3007,R181,9.58,445,2024-07-16
TC3008,R187,2.57,96,2024-11-09
TC3009,R357,7.84,66,2016/01/11
TC3010,R459,2.14,122,2016/06/15
TC3011,R408,5.19,268,2023-04-27
TC3012,R188,8.16,490,2019-10-02
TC3013,R319,9.96,58,2018-03-27
TC3014,R132,5.25,488,2023-04-06
TC3015,R429,2.87,383,2024-06-15
TC3016,R482,7.24,306,2021-06-24
TC3017,R084,1.57,396,2022-11-22
TC3018,R036,2.48,361,2018-12-31
TC3019,R415,7.73,480,2017-12-02
TC3020,R050,4.63,443,2021-11-21
TC3021,R015,7.26,390,2022-10-09
TC3022,R104,2.12,137,2020-07-20
TC3023,R453,2.04,358,2022-12-06
TC3024,R124,4.13,166,2023-09-02
TC3025,R391,9.01,120,2024-08-21
TC3026,R342,9.12,274,2020-01-07
TC3027,R388,7.07,168,2020-03-26
TC3028,R477,1.87,494,2018-07-31
TC3029,R008,6.72,73,2017-05-30
TC3030,R209,2.72,435,2017-06-13
TC3031,R049,7.26,481,2024-04-04
TC3032,R426,7.79,442,2021-10-21
TC3033,R338,3.55,315,2018-05-26
TC3034,R309,7.43,337,2021-05-21
TC3035,R428,8.03,182,2020-08-15
TC3036,R139,8.5,154,2022-07-03
TC3037,R466,1.75,156,2022-03-20
TC3038,R132,4.49,237,2016/06/29
TC3039,R134,9.79,361,2021-01-12
TC3040,R190,2.67,420,2018-04-24
TC3041,R101,7.57,326,2016/12/06
TC3042,R066,2.45,432,2019-05-30
TC3043,R105,2.02,413,2023-01-11
TC3044,R023,3.96,79,2022-02-24
TC3045,R448,7.56,493,2024-01-19
TC3046,R196,7.81,469,2020-06-13
TC3047,R252,5.39,361,2016/06/24
TC3048,R449,4.88,371,2017-09-25
TC3049,R481,8.57,63,2024-05-22
TC3050,R032,8.83,387,2023-06-22
TC3051,R207,1.53,74,2023-01-06
TC3052,R498,9.3,287,2017-06-13
TC3053,R321,6.57,61,2021-12-26
TC3054,R475,5.95,303,2017-01-10
TC3055,R355,6.94,92,2017-12-04
TC3056,R422,9.59,334,2019-03-18
TC3057,R379,2.8,467,2019-10-15
TC3058,R228,4.7,117,2016/02/13
TC3059,R158,5.79,78,2023-04-15
TC3060,R007,3.94,208,2022-04-23
TC3061,R230,5.72,260,2023-08-22
TC3062,R292,2.2,343,2024-01-01
TC3063,R251,8.0,432,2017-11-18
TC3064,R447,4.66,283,2021-01-25
TC3065,R480,4.11,231,2023-01-20
TC3066,R293,1.27,240,2017-03-10
TC3067,R124,1.16,51,2024-05-21
TC3068,R099,4.67,472,2021-06-28
TC3069,R432,5.96,413,2016/03/13
TC3070,R138,4.67,176,2020-06-11
TC3071,R255,9.31,327,2024-04-08
TC3072,R205,3.69,408,2018-08-07
TC3073,R296,7.06,308,2019-03-19
TC3074,R441,1.13,311,2023-11-08
TC3075,R127,5.0,412,2021-01-30
TC3076,R366,3.45,242,2016/12/05
TC3077,R312,2.25,182,2023-03-13
TC3078,R211,9.69,163,2019-11-19
TC3079,R468,5.35,255,2019-02-16
TC3080,R147,4.44,452,2017-10-29
TC3081,R229,9.5,83,2017-11-23
TC3082,R200,2.76,414,2024-08-10
TC3083,R387,8.51,197,2022-11-04
TC3084,R048,7.5,498,2016/02/03
TC3085,R116,4.12,365,2023-11-27
TC3086,R358,9.92,417,2023-04-07
TC3087,R316,5.73,171,2019-10-11
TC3088,R188,6.97,427,2017-07-01
TC3089,R253,5.14,57,2023-10-19
TC3090,R249,3.21,331,2019-11-03
TC3091,R124,5.04,433,2016/04/11
TC3092,R437,2.41,413,2022-08-03
TC3093,R210,4.03,358,2024-08-01
TC3094,R472,1.9,237,2018-07-09
TC3095,R009,3.2,399,2020-10-26
TC3096,R284,5.79,431,2024-07-06
TC3097,R491,8.01,452,2019-10-10
TC3098,R009,4.18,194,2020-08-15
TC3099,R425,2.09,68,2018-12-06
TC3100,R107,8.14,210,2024-04-18
TC3101,R425,7.68,252,2018-11-11
TC3102,R277,8.24,336,2018-03-04
TC3103,R345,4.0,141,2019-04-22
TC3104,R362,7.17,66,2018-12-08
TC3105,R390,4.4,459,2019-12-14
TC3106,R146,5.4,180,2017-01-07
TC3107,R458,8.17,210,2020-05-31
TC3108,R050,2.55,353,2022-06-13
TC3109,R222,7.99,136,2017-02-27
TC3110,R343,9.58,449,2017-08-28
TC3111,R143,7.97,315,2021-06-07
TC3112,R075,8.88,350,2017-07-22
TC3113,R033,9.37,169,2024-06-09
TC3114,R263,1.09,76,2020-02-25
TC3115,R073,1.45,490,2018-06-20
TC3116,R073,2.89,226,2022-07-07
TC3117,R071,3.28,486,2017-01-04
TC3118,R376,3.13,404,2016/02/01
TC3119,R263,7.74,451,2018-05-24
TC3120,R206,5.63,265,2019-01-22
TC3121,R396,4.64,358,2017-06-11
TC3122,R145,8.35,379,2016/12/19
TC3123,R397,6.35,319,2017-07-14
TC3124,R480,9.56,68,2017-12-07
TC3125,R339,1.1,66,2019-10-18
TC3126,R077,1.93,192,2024-10-31
TC3127,R338,6.71,76,2019-05-07
TC3128,R429,8.52,123,2016/06/20
TC3129,R466,5.64,467,2022-05-18
TC3130,R491,8.74,297,2016/02/11
TC3131,R449,2.83,261,2019-12-24
TC3132,R320,6.75,115,2024-09-10
TC3133,R406,5.1,75,2023-06-27
TC3134,R052,8.11,171,2016/04/17
TC3135,R079,5.29,182,2022-03-07
TC3136,R374,8.06,340,2019-06-08
TC3137,R259,2.04,301,2019-01-15
TC3138,R118,4.54,391,2016/06/16
TC3139,R173,3.08,342,2016/04/12
TC3140,R109,7.32,185,2020-10-06
TC3141,R376,2.7,156,2021-02-05
TC3142,R232,3.13,93,2016/11/18
TC3143,R186,7.28,396,2016/02/03
TC3144,R461,5.41,220,2019-05-15
TC3145,R299,2.75,330,2017-07-08
TC3146,R099,3.63,461,2023-01-31
TC3147,R174,3.89,177,2024-05-01
TC3148,R052,2.52,276,2016/06/01
TC3149,R276,3.97,482,2023-11-22
TC3150,R102,6.79,466,2025-01-07
TC3151,R467,6.62,250,2024-11-08
TC3152,R057,9.25,256,2019-10-16
TC3153,R196,9.53,56,2018-12-29
TC3154,R230,1.54,193,2019-05-12
TC3155,R130,7.35,160,2016/01/03
TC3156,R121,8.39,370,2022-05-19
TC3157,R243,3.29,152,2017-04-25
TC3158,R261,1.48,244,2019-08-10
TC3159,R325,9.31,100,2025-01-20
TC3160,R277,8.59,209,2023-05-21
TC3161,R125,1.52,291,2021-10-27
TC3162,R036,5.07,68,2023-07-30
TC3163,R109,5.74,74,2019-12-18
TC3164,R470,8.29,169,2021-01-26
TC3165,R076,8.56,278,2021-02-05
TC3166,R438,6.74,420,2017-07-27
TC3167,R143,1.81,495,2023-08-08
TC3168,R096,9.2,60,2018-06-18
TC3169,R006,8.21,422,2024-01-28
TC3170,R147,3.92,191,2024-03-14
TC3171,R377,3.17,319,2021-04-10
TC3172,R374,8.07,102,2017-01-10
TC3173,R201,1.02,200,2022-09-19
TC3174,R052,7.11,397,2019-12-29
TC3175,R124,3.79,248,2023-07-12
TC3176,R054,4.04,172,2019-12-25
TC3177,R251,6.04,323,2024-03-27
TC3178,R349,7.39,118,2021-05-02
TC3179,R402,1.51,72,2024-02-12
TC3180,R331,7.09,247,2024-01-08
TC3181,R201,1.45,444,2016/07/19
TC3182,R123,6.99,296,2023-08-19
TC3183,R155,6.91,374,2017-09-23
TC3184,R131,9.05,357,2024-07-18
TC3185,R425,6.63,391,2017-05-29
TC3186,R007,8.94,267,2023-10-07
TC3187,R285,4.34,339,2018-05-14
TC3188,R170,5.07,71,2016/09/29
TC3189,R466,6.97,412,2021-10-16
TC3190,R104,6.66,174,2017-11-18
TC3191,R090,5.73,171,2017-04-25
TC3192,R378,1.44,161,2017-05-12
TC3193,R328,9.38,310,2017-01-02
TC3194,R003,8.06,411,2020-09-03
TC3195,R001,3.89,400,2018-03-07
TC3196,R152,2.95,66,2022-11-04
TC3197,R498,8.13,469,2021-10-03
TC3198,R294,5.23,188,2022-08-10
TC3199,R102,7.19,97,2022-09-11
TC3200,R089,6.67,196,2022-03-10
TC3201,R211,4.32,348,2018-04-19
TC3202,R412,8.93,386,2017-11-10
TC3203,R333,8.02,108,2024-09-19
TC3204,R269,8.45,277,2020-06-08
TC3205,R330,2.59,303,2019-01-01
TC3206,R426,9.95,50,2017-05-24
TC3207,R423,3.14,61,2018-09-22
TC3208,R235,6.85,111,2020-06-07
TC3209,R108,8.71,217,2022-06-17
TC3210,R358,2.13,205,2023-08-23
TC3211,R381,9.05,50,2021-04-16
TC3212,R206,8.63,312,2018-09-17
TC3213,R304,2.2,371,2022-11-21
TC3214,R372,2.24,317,2021-09-25
TC3215,R304,1.98,257,2021-11-01
TC3216,R424,3.01,155,2016/11/16
TC3217,R022,9.7,389,2023-03-22
TC3218,R130,4.2,94,2020-05-19
TC3219,R015,4.95,419,2018-10-29
TC3220,R458,3.48,439,2016/06/30
TC3221,R208,5.02,381,2017-10-21
TC3222,R366,3.09,63,2022-08-25
TC3223,R050,6.8,158,2021-07-08
TC3224,R282,3.38,402,2024-06-10
TC3225,R404,1.37,487,2016/10/06
TC3226,R430,5.54,200,2021-12-30
TC3227,R159,8.28,488,2017-12-31
TC3228,R430,1.31,442,2019-03-31
TC3229,R392,6.81,56,2021-10-07
TC3230,R394,4.96,313,2021-04-06
TC3231,R075,8.51,92,2017-07-28
TC3232,R072,8.52,211,2021-09-10
TC3233,R166,9.57,83,2019-12-18
TC3234,R476,5.82,131,2024-02-11
TC3235,R006,5.73,471,2023-07-25
TC3236,R254,4.38,107,2017-08-14
TC3237,R233,1.24,301,2019-01-28
TC3238,R449,4.32,308,2024-07-26
TC3239,R455,4.12,286,2022-12-02
TC3240,R313,4.33,462,2021-08-30
TC3241,R372,1.28,187,2024-05-19
TC3242,R013,9.72,435,2019-03-16
TC3243,R392,9.94,58,2018-01-16
TC3244,R281,9.14,366,2016/12/19
TC3245,R378,2.57,181,2022-01-30
TC3246,R185,9.57,145,2024-12-05
TC3247,R052,4.8,478,2024-04-25
TC3248,R192,1.98,438,2022-10-25
TC3249,R145,6.57,74,2018-03-24
TC3250,R192,9.21,125,2024-03-26
TC3251,R123,8.65,89,2017-01-02
TC3252,R121,6.18,117,2020-01-15
TC3253,R247,2.95,470,2023-10-24
TC3254,R167,2.43,342,2016/01/08
TC3255,R321,1.99,417,2016/11/03
TC3256,R325,1.86,457,2018-06-09
TC3257,R481,5.73,157,2017-05-18
TC3258,R143,5.44,143,2020-08-26
TC3259,R119,3.51,403,2016/10/03
TC3260,R421,7.42,246,2024-05-25
TC3261,R226,1.23,219,2022-06-21
TC3262,R129,6.96,454,2024-12-21
TC3263,R204,9.59,227,2016/01/09
TC3264,R166,9.1,466,2019-06-19
TC3265,R482,7.15,218,2017-07-16
TC3266,R005,5.9,212,2019-06-13
TC3267,R024,3.99,227,2017-11-28
TC3268,R318,2.85,222,2019-12-10
TC3269,R279,6.22,79,2021-09-06
TC3270,R186,4.91,60,2018-10-18
TC3271,R262,3.62,311,2020-08-17
TC3272,R240,7.11,420,2019-10-21
TC3273,R336,6.5,201,2022-03-09
TC3274,R082,1.8,425,2020-08-31
TC3275,R180,4.42,100,2024-08-15
TC3276,R329,1.12,301,2022-10-08
TC3277,R395,6.36,142,2022-08-31
TC3278,R300,7.84,415,2017-02-19
TC3279,R362,3.63,197,2023-04-11
TC3280,R302,8.01,98,2022-11-29
TC3281,R465,6.86,433,2018-06-02
TC3282,R428,5.59,245,2020-02-10
TC3283,R368,4.87,485,2021-07-20
TC3284,R251,5.58,406,2017-12-03
TC3285,R429,5.59,260,2023-01-17
TC3286,R481,1.36,80,2019-01-01
TC3287,R216,1.92,215,2019-08-03
TC3288,R425,4.33,310,2018-01-10
TC3289,R126,9.51,80,2022-06-13
TC3290,R423,1.65,208,2016/11/03
TC3291,R078,8.8,418,2022-09-03
TC3292,R182,8.85,216,2017-10-28
TC3293,R033,9.49,239,2021-05-29
TC3294,R059,4.88,163,2023-08-26
TC3295,R376,4.49,217,2020-05-20
TC3296,R322,6.55,189,2017-01-27
TC3297,R391,3.28,377,2021-05-06
TC3298,R283,7.47,436,2025-01-19
TC3299,R318,5.96,205,2016/07/17
TC3300,R193,4.64,239,2022-08-28
TC3301,R255,9.97,263,2022-11-29
TC3302,R500,5.61,104,2016/05/06
TC3303,R173,8.34,191,2018-10-30
TC3304,R037,9.56,314,2023-07-22
TC3305,R396,8.16,372,2019-11-20
TC3306,R440,9.05,285,2019-03-10
TC3307,R204,8.16,420,2020-03-05
TC3308,R236,3.29,250,2019-07-09
TC3309,R035,3.45,151,2018-10-31
TC3310,R375,9.43,391,2022-05-07
TC3311,R133,6.69,386,2018-03-25
TC3312,R220,4.44,471,2021-05-19
TC3313,R182,4.35,448,2016/12/14
TC3314,R078,3.11,257,2018-01-18
TC3315,R485,1.3,109,2023-08-27
TC3316,R308,5.35,101,2016/02/25
TC3317,R280,3.67,184,2016/06/09
TC3318,R092,7.18,100,2017-01-21
TC3319,R429,1.43,152,2017-12-04
TC3320,R403,4.9,151,2021-01-31
TC3321,R260,1.69,384,2024-07-01
TC3322,R224,7.54,301,2018-02-25
TC3323,R023,8.18,385,2017-09-11
TC3324,R125,8.26,174,2018-04-29
TC3325,R054,8.35,120,2016/11/15
TC3326,R410,9.38,411,2021-10-10
TC3327,R350,5.81,183,2019-02-28
TC3328,R124,5.89,101,2023-08-12
TC3329,R352,7.35,467,2020-08-07
TC3330,R188,8.63,473,2024-02-05
TC3331,R085,7.57,400,2017-10-01
TC3332,R217,8.8,381,2016/02/19
TC3333,R377,4.27,250,2023-01-20
TC3334,R353,8.75,347,2018-12-15
TC3335,R360,6.46,182,2019-06-11
TC3336,R259,5.52,447,2024-10-16
TC3337,R208,5.98,220,2023-03-08
TC3338,R013,1.21,429,2018-04-04
TC3339,R133,4.38,282,2018-11-21
TC3340,R337,8.71,212,2017-08-25
TC3341,R273,9.73,59,2019-02-13
TC3342,R165,7.83,414,2019-05-08
TC3343,R046,7.48,423,2017-07-16
TC3344,R451,5.02,228,2021-04-19
TC3345,R052,2.99,450,2024-12-18
TC3346,R112,2.94,494,2019-08-27
TC3347,R133,2.84,491,2024-06-06
TC3348,R373,5.91,346,2016/10/01
TC3349,R163,1.77,152,2017-02-02
TC3350,R027,3.63,441,2022-03-04
TC3351,R302,7.29,162,2016/09/06
TC3352,R110,6.27,478,2024-02-26
TC3353,R173,8.01,303,2016/06/17
TC3354,R090,9.45,184,2022-01-23
TC3355,R150,5.67,196,2017-10-11
TC3356,R197,9.83,480,2019-03-29
TC3357,R430,9.07,412,2020-08-21
TC3358,R334,1.4,211,2022-05-30
TC3359,R027,4.06,180,2016/10/12
TC3360,R221,1.25,479,2024-05-16
TC3361,R419,6.44,197,2021-04-16
TC3362,R065,9.07,462,2019-01-29
TC3363,R021,2.14,255,2016/04/18
